pc	sdev
277	3.67607886132668
278	3.67572534412821
279	3.67459211037274
280	3.67294468216514
281	3.67218182754459
282	3.67152775304004
283	3.67004037610221
284	3.66883834772008
285	3.66832958790586
286	3.66702992066492
287	3.66612647450474
288	3.66535799863732
289	3.66420438215573
290	3.66335040803641
291	3.66288250492013
292	3.66153016168815
293	3.66120515310957
294	3.66014554803413
295	3.65959459520089
296	3.65910513367071
297	3.65824790277217
298	3.65741925213972
299	3.65641642321608
300	3.65510680417914
301	3.65371289565299
302	3.6535001914754
303	3.65262946357835
304	3.651167682507
305	3.65040233505084
306	3.64919905638891
307	3.64760400522063
308	3.64666939519017
309	3.64663726345886
310	3.64586443045723
311	3.64460738893946
312	3.64334667744626
313	3.64252298995684
314	3.64217117075125
315	3.64109904061601
316	3.64098297426546
317	3.63902470633814
318	3.63821520451894
319	3.63770859372634
320	3.63745984220247
321	3.63648357284134
322	3.63550070213399
323	3.634802133689
324	3.63377772036551
325	3.63327838984194
326	3.63216994582448
327	3.63088930642479
328	3.63033330393729
329	3.62933110646694
330	3.62907509220141
331	3.62652985009994
332	3.62637211572642
333	3.62629106669772
334	3.6233935997613
335	3.6228157637097
336	3.62165700862375
337	3.6209951459706
338	3.62039272945016
339	3.61930945629322
340	3.61878242904725
341	3.61844581309281
342	3.61812151693486
343	3.61644315403788
344	3.61470242374315
345	3.61342870770695
346	3.6129104505941
347	3.61195771326001
348	3.61144907121947
349	3.61088412254733
350	3.61076630608273
351	3.60991229317868
352	3.60898860982587
353	3.60874958868482
354	3.60657709339199
355	3.60574541855122
356	3.60523368044084
357	3.60457585753314
358	3.60380666708984
359	3.60313172404914
360	3.60206675842569
361	3.60162008515733
362	3.60052980918394
363	3.59976252653019
364	3.59915179673895
365	3.59781117488799
366	3.5974456185522
367	3.59645422805223
368	3.59545438953024
369	3.59427044152903
370	3.59402763401396
371	3.59310064765201
372	3.59226955640719
373	3.59138856953468
374	3.5905751481391
375	3.58926627743938
376	3.58885081327779
377	3.58837837161704
378	3.5874225221241
379	3.58679427354126
380	3.58599619347435
381	3.58517482441061
382	3.58379881252494
383	3.58300750659094
384	3.58232986715792
385	3.58173795486294
386	3.58043728150151
387	3.57952843140998
388	3.57902725248926
389	3.57797547368813
390	3.57745866390263
391	3.57672271075892
392	3.57519716677913
393	3.57458593528457
394	3.57383623060333
395	3.57360505195907
396	3.57301147986359
397	3.57257795506065
398	3.57064590011166
399	3.57034516914309
400	3.56959089319405
401	3.5684752746075
402	3.56821273035222
403	3.56716730880426
404	3.56657920980695
405	3.56640446013038
406	3.56514093778092
407	3.56434036241485
408	3.56296074806552
409	3.56286503868184
410	3.5621670317522
411	3.56131626056828
412	3.56070783634983
413	3.55972697769077
414	3.55818842589217
415	3.5580297892042
416	3.55654662690316
417	3.55630841738882
418	3.55503725319852
419	3.55469329135121
420	3.55344740885382
421	3.55299040945669
422	3.55214542585603
423	3.55134157010301
424	3.55039360284435
425	3.55016270776654
426	3.54881933803066
427	3.54830660160624
428	3.54787378544843
429	3.54656585501917
430	3.54578265558303
431	3.54562115788523
432	3.54500349078582
433	3.54444624907879
434	3.54353241477874
435	3.54302791584465
436	3.54301890311707
437	3.54194467038883
438	3.53999238982765
439	3.53938744302686
440	3.53875752897772
441	3.53827885103041
442	3.53788795882157
443	3.53682997877162
444	3.53627855158356
445	3.5356184140279
446	3.53510381456777
447	3.5341921227273
448	3.53315388053935
449	3.53286113647936
450	3.53184171575492
451	3.5312884575198
452	3.53069495438676
453	3.53025964599426
454	3.52876635570587
455	3.52812676988151
456	3.52794086197552
457	3.52759919348406
458	3.52672208526575
459	3.52576949447596
460	3.52488116242009
461	3.52440263994767
462	3.52430605515673
463	3.52290779554648
464	3.52216952357512
465	3.52111727739459
466	3.51998960362225
467	3.51937483704865
468	3.51890864574644
469	3.5182039103659
470	3.51759667889979
471	3.51729289360485
472	3.51631877435624
473	3.51546427901551
474	3.51443042379572
475	3.5139860942447
476	3.51280896733539
477	3.51252403410491
478	3.51176084346003
479	3.5111933105702
480	3.51033159531714
481	3.50891994550217
482	3.50865936494372
483	3.50799883024665
484	3.50711385259025
485	3.50617141970616
486	3.50592440113167
487	3.50558291145543
488	3.50462849293815
489	3.50407783962836
490	3.50398080853667
491	3.50320423016487
492	3.50261152804874
493	3.50195662479602
494	3.50084704637506
495	3.49992284346061
496	3.49889385187509
497	3.49798347956192
498	3.49758338306439
499	3.49700315166961
500	3.49594667247864
501	3.4949700304289
502	3.49460833858104
503	3.49443865713389
504	3.49377280359925
505	3.493186189456
506	3.4926750784084
507	3.49198272852536
508	3.49130419641572
509	3.49013384144202
510	3.48971628707945
511	3.48918195661759
512	3.48751838747954
513	3.48714294851346
514	3.48674674222052
515	3.48581939872622
516	3.48494735576397
517	3.48450631786905
518	3.48373264722857
519	3.48258198215927
520	3.48207439208869
521	3.48191296400673
522	3.48058174683773
523	3.47987154662193
524	3.4793517715107
525	3.47803167251945
526	3.47767083414896
527	3.47689964772771
528	3.47634516491828
529	3.47577115127413
530	3.4742035272863
531	3.47387151814867
532	3.47340181728191
533	3.47322051498304
534	3.47203525192112
535	3.47157491903998
536	3.47079835257756
537	3.46938818210287
538	3.4689666625338
539	3.4684229255361
540	3.4680594256836
541	3.46725870128305
542	3.46634544511986
543	3.46572570887118
544	3.46521176695597
545	3.46497833358972
546	3.4644691092575
547	3.46355711251224
548	3.4630276545715
549	3.46235159945932
550	3.46209874943135
551	3.46130909707598
552	3.46088484093668
553	3.46016775288466
554	3.45939029072932
555	3.45817405516919
556	3.45777366198242
557	3.45678438449608
558	3.45622094415832
559	3.45579765107271
560	3.45522151270612
561	3.45418796973261
562	3.45314184430086
563	3.45308383541772
564	3.45216047212276
565	3.45108081653263
566	3.45079734009276
567	3.45020643618742
568	3.44956457593476
569	3.4480553762333
570	3.4474889426715
571	3.44738103178021
572	3.44680105540154
573	3.44595954341501
574	3.4456892043037
575	3.444370449835
576	3.44319977046763
577	3.44302578147893
578	3.44226212638667
579	3.44219720267263
580	3.44149716546107
581	3.44095795032662
582	3.43987594746713
583	3.43969175314511
584	3.43911795836647
585	3.43776161828882
586	3.43705114493401
587	3.43628022952093
588	3.43588928845506
589	3.43538768324953
590	3.43531620141944
591	3.43410754850108
592	3.43300422141916
593	3.43260578118702
594	3.43231045168104
595	3.43171822626976
596	3.43066646373345
597	3.43011894065944
598	3.42939793282392
599	3.42877696197674
600	3.42844655533987
601	3.42751908862839
602	3.42671402097418
603	3.42592832093474
604	3.42486444106781
605	3.4243610560959
606	3.42366691552302
607	3.42261069347318
608	3.42236547650307
609	3.42217909317388
610	3.42129319587336
611	3.42047785698724
612	3.4202316052297
613	3.4190332681753
614	3.41818480934143
615	3.41805093977333
616	3.4179075971786
617	3.41627066017161
618	3.41582382622861
619	3.41489565483677
620	3.4147230903744
621	3.41422646816351
622	3.41379527611557
623	3.4128370923922
624	3.41237723760234
625	3.41116906778086
626	3.41077174373893
627	3.41011593827062
628	3.409917780057
629	3.40956442908831
630	3.40906942292271
631	3.40832072164991
632	3.40750965443838
633	3.40684970042128
634	3.40648651857387
635	3.40585532967584
636	3.40489947058276
637	3.40413973767421
638	3.40334049991031
639	3.40297633965257
640	3.40203497458501
641	3.40154654972728
642	3.40139469432918
643	3.40003558033249
644	3.39943735944159
645	3.39908919080691
646	3.39877119030794
647	3.3981851134183
648	3.39720846469582
649	3.39699455022573
650	3.39605115952224
651	3.39581495508976
652	3.39559734146454
653	3.3938623532134
654	3.39342325114764
655	3.39306901263633
656	3.39247153190334
657	3.39169984385028
658	3.39083277246413
659	3.39054390602628
660	3.38986734827095
661	3.38918482886302
662	3.38905735056866
663	3.38786410619567
664	3.38714292793425
665	3.38635720511343
666	3.38608016710845
667	3.38556400264265
668	3.38548651315172
669	3.3839336280711
670	3.38320838635213
671	3.38268028043862
672	3.38209291592473
673	3.38136565823286
674	3.38106312361065
675	3.38062382079213
676	3.38021509810005
677	3.37927553674591
678	3.37888219050026
679	3.37849882905335
680	3.37790404940487
681	3.37725534699055
682	3.37566132439259
683	3.37516491628424
684	3.37472856698275
685	3.37447668922919
686	3.37406025809935
687	3.37315942549148
688	3.37257786709355
689	3.37209120796812
690	3.3714108009279
691	3.37048435211123
692	3.36936217460686
693	3.36922803146174
694	3.36843247521909
695	3.36815204933875
696	3.36792298003441
697	3.36660819241393
698	3.36603149513844
699	3.36556041602752
700	3.36533415440865
701	3.36459303901644
702	3.36389601189843
703	3.36359118409113
704	3.36325815671042
705	3.36306562713013
706	3.36145471498646
707	3.36066884573746
708	3.36063253655363
709	3.35983666407462
710	3.35960951821878
711	3.35877243234268
712	3.35795260225805
713	3.35705567058806
714	3.35625576282815
715	3.35617070089988
716	3.35501921113689
717	3.35436782778218
718	3.35370975197434
719	3.35324199141997
720	3.35267042850094
721	3.3517264673694
722	3.35145952128879
723	3.35096863939655
724	3.35039819139575
725	3.34971699300735
726	3.34910706484891
727	3.3485903955791
728	3.34813398206586
729	3.34706880754533
730	3.3463674735084
731	3.34602730897509
732	3.3451953088091
733	3.34461556489366
734	3.34420736396489
735	3.34388549418923
736	3.34341517385287
737	3.34325948817032
738	3.34276232509447
739	3.34164473997149
740	3.34098846810809
741	3.34039752774238
742	3.33950405339709
743	3.33895587159565
744	3.33868187757874
745	3.33757391775878
746	3.337134678568
747	3.33666969585938
748	3.33615291066251
749	3.3358198095082
750	3.33567579692176
751	3.33493590084603
752	3.3347148880637
753	3.33349642135143
754	3.33259343440644
755	3.3324499435319
756	3.33177973531376
757	3.33158660227727
758	3.3309306392538
759	3.33001111567926
760	3.32992335702995
761	3.32864145371226
762	3.32797594350283
763	3.3270684193368
764	3.32674571962107
765	3.326164176785
766	3.32569633340655
767	3.32453405572431
768	3.32407638555488
769	3.3235610104233
770	3.32296243078878
771	3.32219251473009
772	3.32202707355796
773	3.32135241041441
774	3.32078584656164
775	3.32049757225557
776	3.31991855127746
777	3.31897467108671
778	3.31838434055853
779	3.31786441704279
780	3.31771682168184
781	3.31682350745652
782	3.3164453510598
783	3.31537614817062
784	3.31466407371482
785	3.31455156982002
786	3.31337231262085
787	3.31311748553689
788	3.31270975852399
789	3.31214106802782
790	3.31169616687922
791	3.31110854162161
792	3.3103677524725
793	3.30983891691306
794	3.30862671036401
795	3.30825446223704
796	3.30744501090111
797	3.30648070115652
798	3.30607556014617
799	3.30583144005561
800	3.30512636952048
801	3.30474633997137
802	3.30423251076787
803	3.30375003323014
804	3.30289105177345
805	3.30253212305839
806	3.30230017897725
807	3.30127630754447
808	3.30083554475722
809	3.29992901539714
810	3.29902536049588
811	3.29832877349034
812	3.29802686051436
813	3.29714992294543
814	3.29658903958162
815	3.29585585934049
816	3.29556847191496
817	3.29481905093681
818	3.29375982629149
819	3.29352816746386
820	3.29248540015896
821	3.29209155488989
822	3.29182247716127
823	3.29120668532263
824	3.29069687973448
825	3.2903183905307
826	3.29026699168364
827	3.28967345667474
828	3.28915937662551
829	3.28865326343002
830	3.28790978368391
831	3.28727490556925
832	3.28721914529944
833	3.2864758453138
834	3.28605031663004
835	3.28498665798461
836	3.28437189093268
837	3.28311233597687
838	3.28239002484318
839	3.28186775604087
840	3.28176266157742
841	3.28160737385232
842	3.28135495329777
843	3.28061856664856
844	3.27980489229585
845	3.27872902433748
846	3.27825039817329
847	3.27783315748985
848	3.27702591338739
849	3.27636636598173
850	3.27584580816769
851	3.27508693639107
852	3.27470738886066
853	3.27437745936234
854	3.2735047186136
855	3.27298643556445
856	3.27264046570822
857	3.27226380437629
858	3.27152375904679
859	3.27073009157695
860	3.2703867126849
861	3.26991105387221
862	3.26941078503916
863	3.26888262751636
864	3.26772787304183
865	3.2675036921265
866	3.26707144048575
867	3.266272709264
868	3.26591758851812
869	3.26495482734727
870	3.26437493894116
871	3.26391108290374
872	3.26319303737
873	3.26264484836584
874	3.26202893646619
875	3.26102729364078
876	3.26089315120946
877	3.26012253779557
878	3.25928967178592
879	3.25854411177359
880	3.25826933546244
881	3.25767931442863
882	3.25730261913924
883	3.25685790655769
884	3.25665703019482
885	3.25632116591743
886	3.25587857920034
887	3.25506726815553
888	3.254257614291
889	3.25385481720009
890	3.25346676215491
891	3.25279292307548
892	3.25266019521822
893	3.2521733602091
894	3.25159466873972
895	3.25081033346795
896	3.24979519661282
897	3.24904860713094
898	3.24888680468978
899	3.24800641930412
900	3.24729363265744
901	3.24689469880272
902	3.2464273495579
903	3.24557140834697
904	3.24468742789731
905	3.24392139701882
906	3.2437506239279
907	3.24309215638562
908	3.24269167393096
909	3.24207857077218
910	3.24157168807245
911	3.24060668351074
912	3.24035554404829
913	3.24029600120761
914	3.23942840551823
915	3.23883302801622
916	3.23873797437321
917	3.2379770532936
918	3.23760705099308
919	3.23647697554254
920	3.23591894787855
921	3.23546049364678
922	3.23524171007584
923	3.23474085071099
924	3.23363105466273
925	3.23324480872345
926	3.23263131724439
927	3.2323063582658
928	3.23201760478188
929	3.23154481028836
930	3.23065044045028
931	3.23031666460464
932	3.22976129309471
933	3.22937889176217
934	3.22878051458255
935	3.22762170323108
936	3.22731237690028
937	3.22673300241099
938	3.2263153157005
939	3.2259318479747
940	3.22516384095078
941	3.22447430243007
942	3.22390468536794
943	3.22293250082164
944	3.22247619760276
945	3.22200339031832
946	3.22177718499876
947	3.22099939994472
948	3.22006417015616
949	3.21933788105365
950	3.21876130971167
951	3.21817810259227
952	3.21801540087637
953	3.21734403292642
954	3.21720863270254
955	3.21602897506912
956	3.21593424597761
957	3.21525403554894
958	3.2149426061611
959	3.21429328877182
960	3.21412161971312
961	3.21347493128838
962	3.21292067485543
963	3.21229475463647
964	3.21136203390868
965	3.21125772037242
966	3.21075898595207
967	3.2100176565469
968	3.20934261924667
969	3.20895404228465
970	3.20876967639345
971	3.20772039061099
972	3.20740092437451
973	3.2065096070227
974	3.20637574060174
975	3.20551367212408
976	3.20543602932869
977	3.20488734128278
978	3.20455459056555
979	3.20393304667246
980	3.20341965913756
981	3.20275788970643
982	3.20209501283957
983	3.20126638830263
984	3.20083270229049
985	3.20059993992968
986	3.19976064443893
987	3.19907734094392
988	3.19877761914615
989	3.19816554137175
990	3.19781532915475
991	3.19714962075333
992	3.19685829429478
993	3.19649390825131
994	3.1949995029093
995	3.19473750804706
996	3.1944436672864
997	3.1939442869604
998	3.19323660524068
999	3.19253509347579
1000	3.19243147973542
1001	3.19179497761763
1002	3.19095426546358
1003	3.19049508088522
1004	3.1894233925982
1005	3.18855047854967
1006	3.18832430084977
1007	3.18747334922726
1008	3.18735607132926
1009	3.186996199982
1010	3.18671661196802
1011	3.18662207694971
1012	3.1854320047137
1013	3.18475668653364
1014	3.18422250763859
1015	3.18345787898531
1016	3.18323683202584
1017	3.18258838819254
1018	3.18166494791763
1019	3.18149136532381
1020	3.18091524766265
1021	3.18041656428855
1022	3.17975998222558
1023	3.1795934186061
1024	3.178973174366
1025	3.17846867939543
1026	3.17784851792936
1027	3.17737934049351
1028	3.17675427723492
1029	3.17623416432859
1030	3.17595017766746
1031	3.17514904721489
1032	3.17498035262684
1033	3.17400384213131
1034	3.17304651072056
1035	3.1728166074403
1036	3.17236978394988
1037	3.17179254353949
1038	3.17133403967409
1039	3.1711522269308
1040	3.17034764441603
1041	3.16989080408039
1042	3.16926947779205
1043	3.16865415353613
1044	3.16751019167914
1045	3.16749635804748
1046	3.16704715314696
1047	3.16656432853938
1048	3.16592316109648
1049	3.1655982439945
1050	3.16488887653661
1051	3.16399144213875
1052	3.16368319339246
1053	3.16325734155081
1054	3.16273590490785
1055	3.16170272953075
1056	3.16155899466009
1057	3.16152391295901
1058	3.16041421473574
1059	3.15984863019794
1060	3.15925004405604
1061	3.15897536583231
1062	3.15850956700021
1063	3.15764549276538
1064	3.15725717967855
1065	3.15681539269081
1066	3.15635128240014
1067	3.15551838546132
1068	3.1552522700841
1069	3.15481785904488
1070	3.1540939446092
1071	3.15327313497981
1072	3.15301117258886
1073	3.15250281190908
1074	3.15214423950945
1075	3.15130380421474
1076	3.15086478412902
1077	3.15064426581198
1078	3.14998876739131
1079	3.14859521718248
1080	3.14807679357546
1081	3.14760906231984
1082	3.14670382991712
1083	3.14634671416056
1084	3.1456629681871
1085	3.14549259646128
1086	3.14467490189096
1087	3.14450079121472
1088	3.14444909094329
1089	3.14338062552455
1090	3.14304420927148
1091	3.14249564142918
1092	3.14220937217635
1093	3.141379189328
1094	3.14069117280219
1095	3.14017056452973
1096	3.13981312626273
1097	3.13924234076486
1098	3.13894165567802
1099	3.1385752440127
1100	3.13813724941192
1101	3.1367109234515
1102	3.13626663468138
1103	3.13527087411393
1104	3.1348611104986
1105	3.13473376899195
1106	3.13450311662342
1107	3.13413888402535
1108	3.13338057097661
1109	3.1328864581463
1110	3.13280248611907
1111	3.13201271072253
1112	3.13111568645773
1113	3.13108850939956
1114	3.13062803557977
1115	3.12985599592946
1116	3.12968389711079
1117	3.12916056095444
1118	3.12858426924862
1119	3.12790321946012
1120	3.12777586452133
1121	3.12684466835745
1122	3.12615456224328
1123	3.12561252299801
1124	3.12530950403077
1125	3.12513338138412
1126	3.12465169049049
1127	3.12342348826997
1128	3.12276699131821
1129	3.1223104765783
1130	3.1221442789545
1131	3.12163398169526
1132	3.12100785428329
1133	3.12010724896585
1134	3.11997503606783
1135	3.11936695931278
1136	3.11891824784858
1137	3.11842380745576
1138	3.11779157073139
1139	3.11748792489382
1140	3.11665315223528
1141	3.11584613267764
1142	3.11527128775298
1143	3.11429700892017
1144	3.11380632471736
1145	3.11343631052741
1146	3.11270271545751
1147	3.11227607532358
1148	3.11174456628043
1149	3.11145427943243
1150	3.11099471601159
1151	3.11064439945476
1152	3.10983899958265
1153	3.10932404195942
1154	3.10929679937863
1155	3.10857547988563
1156	3.1079394186058
1157	3.10730305515199
1158	3.10723422856582
1159	3.10645918330784
1160	3.10600804651268
1161	3.1054140914316
1162	3.10465228693131
1163	3.1038841972528
1164	3.10325686144001
1165	3.1029737523033
1166	3.10207220690706
1167	3.10186105723372
1168	3.10105846344495
1169	3.10053879329875
1170	3.10015883880223
1171	3.09981671713346
1172	3.09863560090645
1173	3.09835521569076
1174	3.09768328934291
1175	3.09743191591318
1176	3.09664261874309
1177	3.09606920855287
1178	3.0958069089285
1179	3.09474659795265
1180	3.09466286030756
1181	3.09429865814223
1182	3.09393490182711
1183	3.09313404143738
1184	3.09277238873544
1185	3.09221983795765
1186	3.09134291037991
1187	3.09099152563616
1188	3.09088613378453
1189	3.08965080812511
1190	3.08949392896513
1191	3.08877659790792
1192	3.08821527610457
1193	3.08780946657107
1194	3.08654754014513
1195	3.08642964680078
1196	3.08584911470175
1197	3.08566387938223
1198	3.0854873960053
1199	3.08441871685017
1200	3.08384795218461
1201	3.0832892353772
1202	3.08285528911651
1203	3.08239568577381
1204	3.08227463551112
1205	3.08171902336163
1206	3.08131610619584
1207	3.08063258600176
1208	3.07987568563101
1209	3.07968339754073
1210	3.07902890402436
1211	3.07831961751962
1212	3.07784018630674
1213	3.07680393532454
1214	3.07671507860911
1215	3.0763948210026
1216	3.07605474563321
1217	3.07487700412588
1218	3.0745734285937
1219	3.07430819052831
1220	3.07369844509122
1221	3.07289961662812
1222	3.07234818789656
1223	3.07217049728136
1224	3.07170610807475
1225	3.07100181511723
1226	3.06989551551107
1227	3.0697243275759
1228	3.06927260762194
1229	3.06878944435887
1230	3.06825278689032
1231	3.06795326898802
1232	3.06703282718636
1233	3.06695671507053
1234	3.06620028008156
1235	3.06616707700296
1236	3.06513321375381
1237	3.06483740680803
1238	3.06454550285496
1239	3.0638836156254
1240	3.06344261909459
1241	3.06216332132671
1242	3.06173889130367
1243	3.06158144976073
1244	3.06116437702228
1245	3.06013205446344
1246	3.05983933082509
1247	3.05916791482279
1248	3.05881243505678
1249	3.05859596631786
1250	3.05768894310852
1251	3.05704060787434
1252	3.05625310945613
1253	3.05574553951355
1254	3.05540766438275
1255	3.05487405700763
1256	3.05461999294995
1257	3.05445727251673
1258	3.05355297352604
1259	3.0526532754518
1260	3.05190074752025
1261	3.0516201469084
1262	3.05084773776656
1263	3.05037882018633
1264	3.05000737528421
1265	3.04980170357661
1266	3.04868305720432
1267	3.04821566080212
1268	3.04741734903543
1269	3.04712767673393
1270	3.04655574232868
1271	3.04600464466921
1272	3.04536033923063
1273	3.04514579909521
1274	3.04507206276148
1275	3.04442575513346
1276	3.04373921770626
1277	3.04306851316017
1278	3.04284023308777
1279	3.04207603875302
1280	3.04161649282966
1281	3.04101246547937
1282	3.04066899285833
1283	3.0396989781232
1284	3.03898358283133
1285	3.03832198821898
1286	3.03824433427138
1287	3.03789372958909
1288	3.03766752960862
1289	3.0370092537247
1290	3.03588391750044
1291	3.03564278637798
1292	3.03484083841648
1293	3.03455469456624
1294	3.03385115435927
1295	3.03319293637874
1296	3.03300487662698
1297	3.03229987200274
1298	3.03194643594341
1299	3.03137504903715
1300	3.03113405279818
1301	3.03015148315921
1302	3.02968846745115
1303	3.02863015013849
1304	3.02792575987715
1305	3.02734776330849
1306	3.02722083944169
1307	3.02662184402763
1308	3.02623569414945
1309	3.02594226563474
1310	3.02543512354104
1311	3.02517208499091
1312	3.02436882980277
1313	3.02373892278948
1314	3.02343568743917
1315	3.0229127291751
1316	3.02238921651779
1317	3.02227286711467
1318	3.02150496958078
1319	3.02103856089128
1320	3.02037381185921
1321	3.0191714635554
1322	3.01878782025898
1323	3.01851759728107
1324	3.01766326103793
1325	3.01725521174625
1326	3.01704741168799
1327	3.01600167378594
1328	3.01552757081538
1329	3.01548523020083
1330	3.01522840460442
1331	3.01413864587449
1332	3.01369980347042
1333	3.01312323684942
1334	3.01258544856812
1335	3.01236914288496
1336	3.01194861508804
1337	3.01130176601411
1338	3.01091094607611
1339	3.01011168091007
1340	3.009566252378
1341	3.00932504720793
1342	3.00815060370483
1343	3.00776316151376
1344	3.00688564420164
1345	3.00677706248241
1346	3.00647955904459
1347	3.00581417643805
1348	3.00515498849841
1349	3.00431015950006
1350	3.00407816761848
1351	3.00369725067963
1352	3.00273194627764
1353	3.0026546026598
1354	3.00191691950229
1355	3.00145323776122
1356	3.00079880127204
1357	2.99997493602146
1358	2.99963390393584
1359	2.99942119547186
1360	2.99907217210474
1361	2.99890122596214
1362	2.99795069302093
1363	2.99746841908421
